Tiempo,Contador,Acx,Acy,Acz,Gx,Gy,Gz
26497,1307,-1393,-305,-3787,197,655.0,31.0
26513,1308,-1589,-328,-3774,294,-401.0,49.0
26529,1309,-1393,-261,-3866,343,-1638.0,4.0
26545,1310,-1345,-251,-3916,364,-2502.0,-56.0
26561,1311,-928,-195,-4027,303,-2950.0,-106.0
26577,1312,-600,-184,-4148,157,-2432.0,-90.0
26593,1313,-481,-261,-4147,38,-1630.0,-25.0
26609,1314,-557,-300,-4096,40,-905.0,60.0
26625,1315,-638,-311,-3996,64,-456.0,101.0
26641,1316,-614,-322,-3974,28,-8.0,75.0
26657,1317,-763,-304,-3900,13,145.0,63.0
26673,1318,-637,-320,-3985,-20,494.0,67.0
26689,1319,-692,-351,-3939,-40,874.0,74.0
26705,1320,-783,-327,-3969,-13,1274.0,109.0
26721,1321,-760,-307,-3897,7,1586.0,104.0
26737,1322,-821,-309,-3856,42,1868.0,82.0
26753,1323,-1059,-312,-3790,131,1876.0,62.0
26769,1324,-1500,-360,-3725,322,999.0,83.0
26785,1325,-1612,-261,-3797,451,-104.0,63.0
26801,1326,-1579,-234,-3803,498,-1422.0,34.0
26817,1327,-1637,-233,-3831,515,-2802.0,1.0
26833,1328,-1102,-165,-4043,407,-3623.0,-56.0
26849,1329,-663,-137,-4108,240,-3361.0,-59.0
26865,1330,-361,-173,-4188,89,-2546.0,-24.0
26881,1331,-349,-253,-4194,19,-1512.0,69.0
26897,1332,-406,-249,-4126,20,-701.0,125.0
26913,1333,-434,-286,-3974,13,14.0,130.0
26929,1334,-657,-291,-3929,-30,469.0,104.0
26945,1335,-605,-300,-3917,-80,961.0,103.0
26961,1336,-724,-328,-3914,-82,1110.0,148.0
Order,True,Max_Delay,17,Out_Range,0,,
49169,2724,-1229,894,-3713,67,-290.0,10.0
49185,2725,-1209,866,-3706,101,-277.0,11.0
49201,2726,-1259,893,-3683,127,-265.0,9.0
49217,2727,-1264,877,-3700,132,-250.0,19.0
49233,2728,-1269,898,-3693,133,-242.0,27.0
49249,2729,-1288,890,-3694,129,-252.0,44.0
49265,2730,-1321,892,-3671,132,-274.0,45.0
49281,2731,-1314,893,-3706,125,-265.0,52.0
49297,2732,-1303,879,-3670,130,-287.0,65.0
49313,2733,-1287,884,-3730,128,-269.0,79.0
49329,2734,-1304,881,-3683,120,-254.0,88.0
49345,2735,-1275,878,-3666,106,-261.0,101.0
49361,2736,-1257,882,-3668,77,-248.0,99.0
49377,2737,-1269,860,-3738,58,-275.0,102.0
49393,2738,-1256,886,-3714,58,-291.0,99.0
49409,2739,-1275,897,-3759,48,-302.0,115.0
49425,2740,-1304,899,-3779,40,-389.0,110.0
49441,2741,-1269,897,-3779,9,-476.0,128.0
49457,2742,-1263,864,-3786,-136,-474.0,126.0
49473,2743,-1129,826,-3773,-294,-441.0,130.0
49489,2744,-1143,850,-3790,-406,-329.0,182.0
49505,2745,-1158,820,-3772,-440,-180.0,209.0
49521,2746,-1123,806,-3827,-466,173.0,283.0
49537,2747,-1171,785,-3754,-423,478.0,304.0
49554,2748,-1181,774,-3771,-385,700.0,288.0
49569,2749,-1216,791,-3670,-370,1036.0,323.0
49585,2750,-1264,718,-3656,-355,1327.0,344.0
49601,2751,-1456,643,-3579,-272,1334.0,349.0
49617,2752,-1619,634,-3490,-143,1134.0,311.0
49633,2753,-1870,629,-3450,11,446.0,271.0
49649,2754,-1760,666,-3538,78,-273.0,200.0
49665,2755,-1774,643,-3579,-35,-771.0,160.0
49681,2756,-1724,608,-3616,-105,-1585.0,126.0
49697,2757,-1633,669,-3723,-181,-2275.0,106.0
49713,2758,-1519,667,-3760,-149,-2836.0,66.0
49729,2759,-1425,700,-3837,-41,-3331.0,21.0
49745,2760,-951,766,-3900,-34,-3137.0,-41.0
49761,2761,-717,758,-3996,-118,-2494.0,-16.0
49777,2762,-607,671,-4017,-206,-1727.0,49.0
49793,2763,-566,657,-3980,-236,-793.0,101.0
49809,2764,-639,640,-4028,-259,97.0,128.0
49825,2765,-650,602,-3963,-249,1082.0,173.0
49841,2766,-944,528,-3879,-230,1668.0,201.0
49857,2767,-1033,500,-3771,-223,2191.0,254.0
49873,2768,-1249,477,-3698,-242,2410.0,312.0
49889,2769,-1599,373,-3539,-183,2129.0,285.0
49905,2770,-2025,369,-3423,74,744.0,255.0
49921,2771,-1928,481,-3554,178,-406.0,210.0
49937,2772,-1748,512,-3605,115,-1250.0,168.0
49953,2773,-1528,505,-3755,-13,-1993.0,168.0
49969,2774,-1430,509,-3708,-38,-2514.0,151.0
49985,2775,-1126,557,-3758,-22,-2683.0,140.0
50001,2776,-905,583,-3952,24,-2284.0,135.0
50017,2777,-790,597,-4023,51,-1632.0,129.0
50033,2778,-648,577,-4062,26,-770.0,106.0
